,,,,,,,,,,,,,,,,,
,#,अध्याय,नाम,श्लोक,खोज-शब्द,,,,,,,Ref,Link,श्रेणी,विषय,वक्ता,सारांश 
,376,10,विभूति योग,4,ज्ञान,समझना,कारण,सहनशीलता,सच्चाई,नियंत्रण,,10.4,376 10.4.mp4,3,व्यक्तित्व,कृष्ण,"तर्क, ज्ञान, स्पष्टता, सहनशीलता, सत्यता, मन और इन्द्रियों पर नियंत्रण"
,377,10,विभूति योग,5,हिंसा,समभाव,सामग्री,तपस्या,दान,अपमान,,10.5,377 10.5.mp4,5,व्यक्तित्व,कृष्ण,"अहिंसा, समता, संतोष, तप, दान, यश और अपकीर्ति जैसे गुण श्री कृष्ण से निकलते हैं।"
,378,10,विभूति योग,6,संत,बड़ों,मनु,समर्पित,संसार,जीव,,10.6,378 10.6.mp4,3,निर्माण,कृष्ण,"उनकी इच्छा से सात महर्षि, उनके चार अग्रज तथा चौदह मनु उत्पन्न हुए, जिनसे समस्त प्राणियों की उत्पत्ति हुई।"
,379,10,विभूति योग,7,वास्तविकता,परम,दिव्य,अलौकिक,भक्ति,संदेह,,10.7,379 10.7.mp4,3,परम,कृष्ण,"उनकी परम दिव्य महिमा और शक्ति को जानकर, मनुष्य अनन्य भक्ति से उनमें स्थित हो जाता है।"
,380,10,विभूति योग,8,स्रोत,निर्माण,ढंग,भक्ति,पूजा,संसार,,10.8,380 10.8.mp4,5,परम,कृष्ण,"बुद्धिमान लोग भक्तिपूर्वक उसकी पूजा करते हैं, यह जानते हुए कि वह समस्त सृष्टि और उसकी गति का स्रोत है।"
,381,10,विभूति योग,9,आत्मसमर्पण,वार्ता ,गौरव,शिक्षाप्रद,आनंद,तर्क,,10.9,381 10.9.mp4,4,भक्ति,कृष्ण,"भक्तगण उनमें सन्तुष्ट और प्रसन्न रहते हैं, उनका मन स्थिर रहता है और जीवन उन्हें समर्पित रहता है।"
,382,10,विभूति योग,10,एकाकार,भक्ति,पूजा,प्रदान ,योग,बुद्धि,,10.10,382 10.10.mp4,3,बुद्धि,कृष्ण,"श्री कृष्ण भक्तों को ज्ञान योग प्रदान करते हैं, जिसके माध्यम से वे उन तक पहुँचते हैं"
,383,10,विभूति योग,11,अनुग्रह,आवास,दूर,अंधेरा,बुद्धि,अज्ञान,,10.11,383 10.11.mp4,2,बुद्धि,कृष्ण,श्री कृष्ण भक्तों के हृदय में निवास करने वाले ज्ञान रूपी दीपक से अज्ञान का नाश करते हैं।
,384,10,विभूति योग,12,शाश्वत,परम,धाम,उत्कृष्ट,शोधक,मौलिक,,10.12,384 10.12.mp4,2,परम,अर्जुन,"श्री कृष्ण ही दिव्य शाश्वत, परमधाम, परम शुद्धिदाता, आदिदेव हैं; जैसा कि ऋषिगण उनके विषय में कहते हैं।"
,385,10,विभूति योग,13,दिव्य ,समझदार,उद्घोष ,नारद,रूप,देवल,,10.13,385 10.13.mp4,1,परम,अर्जुन,"यही बात स्वयं श्री कृष्ण, नारद जी, असित जी, देवल जी और व्यास जी भी कहते हैं"
,386,10,विभूति योग,14,विश्वास,सत्य ,दानव ,अभिव्यक्ति,देवताओं,जागरूक,,10.14,386 10.14.mp4,1,परम,अर्जुन,न तो दानव और न ही देवता श्री कृष्ण के अवतारों से अवगत हैं
,387,10,विभूति योग,15,निर्माता,शासक,ब्रह्मांड,परम,पुरुष,अकेला,,10.15,387 10.15.mp4,2,परम,अर्जुन,केवल श्री कृष्ण ही वास्तव में जानते हैं कि वे क्या हैं
,388,10,विभूति योग,16,वर्णन ,अकेला,दिव्य,गौरव,व्याप्त,संसारों,,10.16,388 10.16.mp4,1,परम,अर्जुन,केवल श्री कृष्ण ही उनकी दिव्य महिमा का वर्णन कर सकते हैं
,389,10,विभूति योग,17,निरंतर,स्वामी ,स्वरुप ,ध्यान,प्रक्रिया,योग,,10.17,389 10.17.mp4,1,परम,अर्जुन,उसे जानने के लिए ध्यान प्रक्रिया क्या है और किन रूपों पर ध्यान है?
,390,10,विभूति योग,18,विवरण,शक्ति,योग,सन्तुष्टि,अमृत,वैभव,,10.18,390 10.18.mp4,1,परम,अर्जुन,उनकी योग शक्ति और महिमा के बारे में जानने की जिज्ञासा
,391,10,विभूति योग,19,विशिष्ट,दिव्य,वैभव,परिमाण,सीमा ,वास्तव ,,10.19,391 10.19.mp4,2,परम,कृष्ण,श्री कृष्ण की महिमा और महिमा की कोई सीमा नहीं है
,392,10,विभूति योग,20,सार्वभौमिक,दिल,प्राणियों,आरम्भ,मध्य,अंत,,10.20,392 10.20.mp4,5,परम,कृष्ण,"श्री कृष्ण सभी के हृदय में निवास करने वाले, सभी के आदि, मध्य और अंत स्वरूप हैं।"
,393,10,विभूति योग,21,विष्णु,अदिति,दीप्तिमान,दिग्गज,मरुत,नक्षत्र ,,10.21,393 10.21.mp4,3,परम,कृष्ण,"वह विष्णु, सूर्य, चंद्रमा और मरुतों की चमक है"
,394,10,विभूति योग,22,वेदों,देवताओं,अंग,धारणा,मस्तिष्क,ऊर्जा,,10.22,394 10.22.mp4,3,परम,कृष्ण,"वे वेदों में सामवेद, देवताओं में इन्द्र, इन्द्रियों में मन और प्राणियों में प्राण हैं।"
,395,10,विभूति योग,23,रुद्र,राक्षसों,यक्ष,वसुओं,आग,पहाड़,,10.23,395 10.23.mp4,3,परम,कृष्ण,"वे रुद्रों में शिव, यक्षों में कुबेर, वसुओं में अग्नि और पर्वतों में मेरु हैं।"
,396,10,विभूति योग,24,पुजारियों,योद्धा,स्कंद,जलाशयों,महासागर,बृहस्पति,,10.24,396 10.24.mp4,3,परम,कृष्ण,"वे पुरोहितों में बृहस्पति, योद्धाओं में स्कंद तथा जलाशयों में सागर हैं।"
,397,10,विभूति योग,25,संत,शब्द,पवित्र,हवन,शब्दांश,अचल,,10.25,397 10.25.mp4,3,परम,कृष्ण,"वे महान ऋषियों में भृगु हैं, शब्दों में ॐ हैं, यज्ञों में जप हैं और अचलों में हिमालय हैं।"
,398,10,विभूति योग,26,पेड़,ऋषि ,सिद्ध,गंधर्व,स्वर्गीय,,,10.26,398 10.26.mp4,3,परम,कृष्ण,"वे वृक्षों में अश्वत्थ, ऋषियों में नारद, गंधर्वों में चित्ररथ और सिद्धों में कपिल हैं"
,399,10,विभूति योग,27,स्वर्गीय,घोड़ा,महासागर,अमृत,राजा,हाथियों,,10.27,399 10.27.mp4,3,परम,कृष्ण,"वह घोड़ों में उच्चैःश्रवा, हाथियों में ऐरावत और मनुष्यों में राजा है"
,400,10,विभूति योग,28,हथियार,गायों,उग्रता,वज्र,नागों,प्रसव,,10.28,400 10.28.mp4,3,परम,कृष्ण,"वे शस्त्रों में वज्र, गायों में कामधेनु, प्रजनन में रज और सर्पों में वासुकि हैं।"
,401,10,विभूति योग,29,साँप,पानी,जलीय,पितर,नियम,जीव,,10.29,401 10.29.mp4,3,परम,कृष्ण,"वे नागों में अनंत, जल के स्वामी वरुण, पितरों में अर्यमा तथा शासकों में यम हैं।"
,402,10,विभूति योग,30,भक्तों,दैत्य,प्रह्लाद,दिग्दर्शक ,पक्षियों,चौपाया,,10.30,402 10.30.mp4,3,परम,कृष्ण,"वह दैत्यों में प्रह्लाद, गणनाकारों में काल, पशुओं में सिंह और पक्षियों में गरुड़ है।"
,403,10,विभूति योग,31,शुद्धिकारक ,वायु ,योद्धाओं,मगरमच्छ,जलधारा ,श्रीराम,,10.31,403 10.31.mp4,3,परम,कृष्ण,"वे पवित्र करने वालों में वायु हैं, योद्धाओं में श्री राम हैं, मछलियों में मगरमच्छ हैं और नदियों में गंगा हैं।"
,404,10,विभूति योग,32,आरम्भ,मध्य,जीव,ज्ञान,कारण,विवादी,,10.32,404 10.32.mp4,4,परम,कृष्ण,"वह समस्त सृष्टि का आदि, मध्य और अन्त है, आत्मा का ज्ञान और सही तर्क है।"
,405,10,विभूति योग,33,पत्र,मिश्रण,अंतहीन,मैथुन,निर्वाहक,पक्षों,,10.33,405 10.33.mp4,3,परम,कृष्ण,"वह प्रथम अक्षर है, यौगिक यौगिक है, अनंत काल है, सभी का पालनहार है, सभी ओर मुख वाला है।"
,406,10,विभूति योग,34,नष्ट,मृत्यु,मूल,समृद्धि,याद,स्त्रीत्व,,10.34,406 10.34.mp4,4,परम,कृष्ण,"वह मृत्यु का नाश करने वाला भी है और सबका मूल भी; वह यश, धैर्य, वाणी, स्मृति, बुद्धि, धैर्य और स्त्रियों में सहनशीलता है।"
,407,10,विभूति योग,35,श्रुतियों,भजन,गायत्री,मार्गशीर्ष,ऋतु,वसंत,,10.35,407 10.35.mp4,3,परम,कृष्ण,"वह श्रुतियों में बृहत्साम, वैदिक ऋचाओं में गायत्री मंत्र, महीनों में मार्गशीर्ष और ऋतुओं में वसंत है।"
,408,10,विभूति योग,36,जुआ,छल,वैभव,विजय,संकल्प,भलाई,,10.36,408 10.36.mp4,3,परम,कृष्ण,"वह छल-कपट में जुआ खेल रहा है, वह यश, विजय, संकल्प और अच्छाई भी है।"
,409,10,विभूति योग,37,वृष्णि,पांडु,ऋषि,शुक्राचार्य,बुद्धिमान ,कवि,,10.37,409 10.37.mp4,3,परम,कृष्ण,"वे वृष्णियों में कृष्ण हैं, पांडुओं में अर्जुन हैं, ऋषियों में व्यास हैं और कवियों में शुक्राचार्य हैं।"
,410,10,विभूति योग,38,दमन ,जीतना,गुप्त,धर्म,मौन,बुद्धि,,10.38,410 10.38.mp4,3,परम,कृष्ण,"वह शासक में शक्ति, विजेता में नैतिकता, रहस्य में मौन और बुद्धिमानों में बुद्धि है।"
,411,10,विभूति योग,39,बीज,जीवन,प्राणी,अचल,चलती,अस्तित्व,,10.39,411 10.39.mp4,3,परम,कृष्ण,"वह सभी जीवनों का बीज है, क्योंकि उसके बिना कोई प्राणी अस्तित्व में नहीं है।"
,412,10,विभूति योग,40,सीमा,दिव्य,संक्षिप्त,अभिव्यक्तियों,वैभव,विवरण,,10.40,412 10.40.mp4,2,परम,कृष्ण,"उनकी दिव्य अभिव्यक्तियों की कोई सीमा नहीं है, यह एक संक्षिप्त विवरण है"
,413,10,विभूति योग,41,प्राणी,यशस्वी,शानदार,शक्तिशाली ,वैभव,अभिव्यक्ति,,10.41,413 10.41.mp4,4,परम,कृष्ण,"प्रत्येक गौरवशाली, प्रतिभाशाली और शक्तिशाली व्यक्ति उसकी महिमा का एक अंश है"
,414,10,विभूति योग,42,विवरण,जानने,पूरा ,ब्रह्मांड,अंश,शक्ति,,10.42,414 10.42.mp4,3,परम,कृष्ण,श्री कृष्ण अपनी योगशक्ति के एक अंश से इस सम्पूर्ण ब्रह्माण्ड को धारण करते हैं
,415,11,विश्वरूपदर्शन योग,1,गहरा,शब्द,आध्यात्मिक,बुद्धि,दया,माया,,11.1,415 11.1.mp4,2,माया,अर्जुन,"उनके आध्यात्मिक ज्ञान के गहन वचनों को सुनकर, मोह दूर हो गया"
,416,11,विश्वरूपदर्शन योग,2,विवरण,खाता,विकास,विघटन,अमर,वैभव,,11.2,416 11.2.mp4,2,ज्ञान,अर्जुन,प्राणियों के विकास और प्रलय तथा उनकी अमर महिमा का विवरण सीखा
,417,11,विश्वरूपदर्शन योग,3,सटीक ,प्रचार,दिव्य,अधीन,परम,,,11.3,417 11.3.mp4,1,पूजा,अर्जुन,"बुद्धि, महिमा, ऊर्जा, बल, पराक्रम और तेज से युक्त उनके दिव्य रूप के दर्शन की प्रार्थना"
,418,11,विश्वरूपदर्शन योग,4,परम,सर्वशक्तिमान,प्रकट ,अविनाशी,रूप,,,11.4,418 11.4.mp4,1,पूजा,अर्जुन,यदि संभव हो तो उनके अविनाशी रूप के दर्शन की प्रार्थना
,419,11,विश्वरूपदर्शन योग,5,देखो,विविध,दिव्य,बहुविध,रंग,आकार,,11.5,419 11.5.mp4,4,परम,कृष्ण,"विभिन्न रंगों और आकारों वाले उनके अनेक, विविध, दिव्य रूपों को देखो"
,420,11,विश्वरूपदर्शन योग,6,आदित्य,वासु,रुद्र,अश्विनीकुमार,मारुत,आश्चर्यजनक,,11.6,420 11.6.mp4,2,परम,कृष्ण,"उनमें बारह आदित्य, आठ वसु, ग्यारह रुद्र, दो अश्विनीकुमार और उनचास मरुत देखे जाते हैं।"
,421,11,विश्वरूपदर्शन योग,7,पूरा,निर्माण,चेतन,केन्द्रित,इच्छा,अचेतन,,11.7,421 11.7.mp4,4,परम,कृष्ण,"समस्त सृष्टि, जिसमें सजीव और निर्जीव दोनों प्रकार के प्राणी सम्मिलित हैं, उनमें देखी जा सकती है।"
,422,11,विश्वरूपदर्शन योग,8,मनुष्य,विभूषित ,दिव्य,देखो,आँखें,शक्ति,,11.8,422 11.8.mp4,2,परम,कृष्ण,"श्री कृष्ण ने अर्जुन को दिव्य नेत्र प्रदान किए, क्योंकि मानव नेत्रों में यह क्षमता नहीं है।"
,423,11,विश्वरूपदर्शन योग,9,परम,स्वामी,योग,प्रकट ,दिव्य,रूप,,11.9,423 11.9.mp4,1,परम,संजय,योग के परम गुरु श्री कृष्ण ने अर्जुन को अपना परम तेजस्वी दिव्य रूप तुरन्त दिखा दिया।
,424,11,विश्वरूपदर्शन योग,10,परम,अधिकार ,आभूषण,आश्चर्यजनक,देव,आयुध ,,11.10,424 11.10.mp4,4,परम,संजय,"अनेक मुखों और नेत्रों वाले, अनेक दिव्य आभूषणों से सुसज्जित, अनेक दिव्य अस्त्रों से युक्त सर्वोच्च देवता"
,425,11,विश्वरूपदर्शन योग,11,दिव्य,माला,वस्त्र ,अभिषेक,आश्चर्य,अनंत,,11.11,425 11.11.mp4,1,परम,संजय,"दिव्य माला और वस्त्र धारण किये हुए, दिव्य चंदन से अभिषिक्त, आश्चर्यों से परिपूर्ण, अनंत और सब ओर मुख वाले"
,426,11,विश्वरूपदर्शन योग,12,प्रभा,सहस्त्र ,सूरज,वैभव,शक्तिशाली ,विस्फोटक ,,11.12,426 11.12.mp4,1,परम,संजय,शक्तिशाली भगवान का तेज एक हजार सूर्यों के एक साथ के तेज से भी अधिक है
,427,11,विश्वरूपदर्शन योग,13,ध्यान ,व्यक्ति,देव,परम,ब्रह्मांड,प्रभाग,,11.13,427 11.13.mp4,1,परम,संजय,सम्पूर्ण ब्रह्माण्ड अपने अनेक विभागों सहित उस परम देवता में केन्द्रित है।
,428,11,विश्वरूपदर्शन योग,14,श्रद्धामय,दिव्य,आश्चर्य,पता,जुड़ा ,हथेली,,11.14,428 11.14.mp4,1,पूजा,संजय,आश्चर्य से भरे और रोंगटे खड़े हुए अर्जुन ने दोनों हथेलियाँ जोड़कर श्रद्धापूर्वक अपना सिर झुकाया।
,429,11,विश्वरूपदर्शन योग,15,देखो,शरीर,प्राणियों,स्वर्गीय,ब्रह्मा,शिव,,11.15,429 11.15.mp4,1,परम,अर्जुन,"सभी देवता और विभिन्न प्राणियों के समूह, ब्रह्मा, शिव, सभी ऋषि और दिव्य नाग दिखाई देते हैं"
,430,11,विश्वरूपदर्शन योग,16,ब्रह्मांड,फार्म,प्रकट,असंख्य,मध्य,आरम्भ,,11.16,430 11.16.mp4,2,परम,अर्जुन,"श्री कृष्ण ब्रह्मांड के रूप में प्रकट हुए हैं, जिनका कोई आरंभ, मध्य या अंत नहीं है"
,431,11,विश्वरूपदर्शन योग,17,सम्पन्न,वैभव,प्रज्वलन,विशाल ,पक्षों,प्रतिभा,,11.17,431 11.17.mp4,1,परम,अर्जुन,परम स्वरूप को देखना कठिन है और वह सभी दिशाओं में अथाह है
,432,11,विश्वरूपदर्शन योग,18,शाश्वत,ज्ञात,अंतिम,अक्षय,शरण,रक्षक,,11.18,432 11.18.mp4,4,परम,अर्जुन,"वह शाश्वत अविनाशी और अविनाशी सत्ता है, साथ ही परम शरण और रक्षक भी है।"
,433,11,विश्वरूपदर्शन योग,19,नियन्त्रण ,कौशल,झुलसाने,ब्रह्मांड,चमक,असीमित,,11.19,433 11.19.mp4,1,परम,अर्जुन,वह असीम पराक्रम और प्रज्वलित अग्नि से जगत को अपनी प्रभा से झुलसा रहा है।
,434,11,विश्वरूपदर्शन योग,20,खगोलीय ,भाग ,भयानक,पारलौकिक,ब्रह्मांड,चिंतित,,11.20,434 11.20.mp4,1,परम,अर्जुन,"सम्पूर्ण अंतरिक्ष उनसे भरा हुआ है, जिससे तीनों लोक भयभीत हैं।"
,435,11,विश्वरूपदर्शन योग,21,पुनर्गणना,वैभव,प्रशंसा ,भीड़,भजन,उत्कृष्ट,,11.21,435 11.21.mp4,1,परम,अर्जुन,"देवताओं, महर्षियों और सिद्धों के समूह ने उत्तम स्तोत्रों द्वारा उनकी स्तुति की"
,436,11,विश्वरूपदर्शन योग,22,रुद्र,आदित्यों,वसुओं,विश्वदेवा,साध्य,गंधर्व,,11.22,436 11.22.mp4,1,परम,अर्जुन,"रुद्र, आदित्य, वसु, साध्य, विश्वेदेव, अश्विनीकुमार, मरुत, पितर, गंधर्व, यक्ष, असुर, सिद्ध उनका पालन करते हैं"
,437,11,विश्वरूपदर्शन योग,23,विशाल,भयानक,संसारों,आतंकित,नियन्त्रण ,बहुत,,11.23,437 11.23.mp4,1,परम,अर्जुन,उनका विशाल और भयानक रूप देखकर संसार भयभीत हो गया
,438,11,विश्वरूपदर्शन योग,24,स्वर्ग,दीप्तिमान,ज्वलंत,डरा ,नियंत्रण,शांति,,11.24,438 11.24.mp4,1,परम,अर्जुन,अर्जुन ने उस विराट विश्वरूप को देखकर अपना संयम और शांति खो दी।
,439,11,विश्वरूपदर्शन योग,25,भयंकर,अद्भुत ,ब्रह्मांड,विनाश,शांति,व्यग्र,,11.25,439 11.25.mp4,1,परम,अर्जुन,"अर्जुन को चिन्ता हुई और शांति न मिली, इसलिए उन्होंने भगवान से दया मांगी।"
,440,11,विश्वरूपदर्शन योग,26,राजा ,प्रवेश,प्रधानाचार्य,योद्धाओं,पक्ष ,,,11.26,440 11.26.mp4,1,परम,अर्जुन,दोनों पक्षों के सभी प्रमुख योद्धा उसमें प्रवेश करते हुए दिखाई देते हैं
,441,11,विश्वरूपदर्शन योग,27,भागना,सिर,भयभीत,भयानक,कुचल,अटक,,11.27,441 11.27.mp4,1,परम,अर्जुन,वे योद्धा सार्वभौमिक रूप के दांतों के बीच कुचले हुए दिखाई देते हैं
,442,11,विश्वरूपदर्शन योग,28,असंख्य,जलधारा ,नदियों,नश्वर,संसार,समुद्र,,11.28,442 11.28.mp4,1,परम,अर्जुन,नश्वर संसार के योद्धा जल की धारा की तरह उसके मुख में प्रवेश कर रहे हैं
,443,11,विश्वरूपदर्शन योग,29,कीट ,प्रज्वलन,विलुप्त,आसक्ति,तीव्रता ,अन्त,,11.29,443 11.29.mp4,1,परम,अर्जुन,नश्वर जगत के योद्धा मोहवश विनाश के लिए उसके मुख में प्रवेश कर रहे हैं
,444,11,विश्वरूपदर्शन योग,30,निगलने,प्रज्वलन,भयानक,भक्षण,ब्रह्मांड,झुलसाता,,11.30,444 11.30.mp4,1,परम,अर्जुन,उसकी भयंकर किरणें अपने प्रचंड प्रवाह से सम्पूर्ण ब्रह्माण्ड को निगल रही हैं।
,445,11,विश्वरूपदर्शन योग,31,भयानक,श्रद्धा,प्राणी,प्राचीन ,उद्देश्य,विशिष्ट,,11.31,445 11.31.mp4,1,पूजा,अर्जुन,उसे और उसके उद्देश्य को जानने का अनुरोध
,446,11,विश्वरूपदर्शन योग,32,बलवान,विनाशक ,काल,विनाश,योद्धा,शत्रु,,11.32,446 11.32.mp4,3,परम,कृष्ण,"वह स्वयं को महाविनाशक काल घोषित करता है, जो अर्जुन के साथ या उसके बिना योद्धाओं का विनाश करने के लिए निकला है।"
,447,11,विश्वरूपदर्शन योग,33,विजय,उठना,जीतना,प्रवाह,योद्धा,यंत्र,,11.33,447 11.33.mp4,5,फ़ैसला,कृष्ण,शत्रुओं पर विजय पाने और समृद्ध राज्य का आनन्द लेने के लिए साधन बनो
,448,11,विश्वरूपदर्शन योग,34,योद्धाओं,वीर,मारना,जीतना,डर,युद्ध ,,11.34,448 11.34.mp4,3,फ़ैसला,कृष्ण,"डरो मत और लड़ो, क्योंकि तुम युद्ध में निश्चित रूप से शत्रुों पर विजय पाओगे"
,449,11,विश्वरूपदर्शन योग,35,काँपता,झुकने,चरम,हीनता,आतंक,उत्थान ,,11.35,449 11.35.mp4,1,भक्ति,संजय,"कांपते हुए अर्जुन ने हाथ जोड़कर अत्यंत भयभीत स्वर में कहा,"
,450,11,विश्वरूपदर्शन योग,36,ब्रह्मांड,उल्लास,जाप,गुण,वैभव,भागते,,11.36,450 11.36.mp4,2,परम,अर्जुन,"ब्रह्माण्ड उनके नामों का जप कर रहा है, भयभीत राक्षस भाग रहे हैं और सिद्धों के समूह उन्हें प्रणाम कर रहे हैं।"
,451,11,विश्वरूपदर्शन योग,37,परमपिता ,ब्रह्मा,महानतम,स्वर्गीय,अनंत,उपस्थित,,11.37,451 11.37.mp4,2,परम,अर्जुन,"श्री कृष्ण ब्रह्मा के आदिपुरुष हैं, अनंत परमेश्वर हैं, ब्रह्मांड के धाम हैं। वे सत्, असत् और दोनों से परे हैं।"
,452,11,विश्वरूपदर्शन योग,38,मौलिक,प्राचीन,अंतिम,ब्रह्मांड,ज्ञाता,ज्ञेय,,11.38,452 11.38.mp4,4,परम,अर्जुन,"श्री कृष्ण आदिदेव, प्राचीन पुरुष, परम आश्रय, ज्ञाता और जानने योग्य, सर्वोच्च धाम और ब्रह्मांड में व्याप्त हैं।"
,453,11,विश्वरूपदर्शन योग,39,निर्माण,पिता,अभिवादन,जयकार ,दोहराना,,,11.39,453 11.39.mp4,2,परम,अर्जुन,"श्री कृष्ण को बारंबार नमस्कार, क्योंकि वे वायु, मृत्यु, अग्नि, चन्द्रमा, जल और स्वयं ब्रह्मा के देवता हैं।"
,454,11,विश्वरूपदर्शन योग,40,अनंत,कौशल,अभिवादन,श्रद्धा,व्याप्त,,,11.40,454 11.40.mp4,1,परम,अर्जुन,"उनको सब ओर से नमस्कार और प्रणाम है, जो अनन्त पराक्रम वाले हैं और सबमें व्याप्त हैं।"
,455,11,विश्वरूपदर्शन योग,41,आत्मीयता,अनजान,महान,दृढता,मित्र,अल्हड़,,11.41,455 11.41.mp4,2,क्षमायाचना,अर्जुन,"एक मित्र के रूप में, उनकी महानता को जाने बिना, अंतरंग और विचारहीन बातचीत के लिए क्षमा मांगना"
,456,11,विश्वरूपदर्शन योग,42,अचूक,उपेक्षित,उपहास ,अकूत ,लालायित ,क्षमा,,11.42,456 11.42.mp4,2,क्षमायाचना,अर्जुन,"एक मित्र के रूप में, विभिन्न अवसरों पर उनका अनादर करने के लिए क्षमा मांगना"
,457,11,विश्वरूपदर्शन योग,43,पिता,निर्माण,अध्यापक,आराधना,शक्ति ,समान,,11.43,457 11.43.mp4,2,परम,अर्जुन,"श्री कृष्ण समस्त सृष्टि के पिता, सर्वश्रेष्ठ गुरु, अतुलनीय पराक्रम के स्वामी हैं, जिनकी कोई बराबरी नहीं कर सकता।"
,458,11,विश्वरूपदर्शन योग,44,दण्डवत,सन्तुष्ट ,शासक,योग्य,सहन ,प्यारा,,11.44,458 11.44.mp4,4,क्षमायाचना,अर्जुन,"क्षमा याचना की, ठीक उसी तरह जैसे एक पिता, मित्र या पति क्षमा प्रदान करता है"
,459,11,विश्वरूपदर्शन योग,45,अद्भुत,परिवहन,यातना,प्रकट ,दिव्य,विनीत,,11.45,459 11.45.mp4,1,पूजा,अर्जुन,"मुकुट, गदा और चक्र से सुशोभित चतुर्भुज रूप के दर्शन हेतु अनुरोध"
,460,11,विश्वरूपदर्शन योग,46,सजी,मुकुट,गदा,चक्र,प्रकट ,सार्वभौमिक,,11.46,460 11.46.mp4,1,पूजा,अर्जुन,"मुकुट, गदा और चक्र से सुशोभित चतुर्भुज रूप के दर्शन हेतु अनुरोध"
,461,11,विश्वरूपदर्शन योग,47,शक्ति,प्रसन्न,योग,अनंत,ब्रह्मांडीय,कभी नहीं,,11.47,461 11.47.mp4,2,परम,कृष्ण,"सार्वभौमिक, तेजोमय, प्राचीन, अनंत, ब्रह्मांडीय रूप दिखाया गया है, जो पहले किसी को नहीं दिखाया गया है"
,462,11,विश्वरूपदर्शन योग,48,नश्वर,संसार,कर्म,वेदों,परम्परा,तपस्या,,11.48,462 11.48.mp4,1,परम,कृष्ण,"परम स्वरूप को वेदों के अध्ययन, अनुष्ठानों, दान, कर्म या कठोर तपस्या से नहीं देखा जा सकता।"
,463,11,विश्वरूपदर्शन योग,49,भयानक,चिन्तित,निडर,विचलित ,शांत,देखो,,11.49,463 11.49.mp4,1,परम,कृष्ण,श्री कृष्ण ने अर्जुन को सांत्वना दी और सलाह दी कि वह इस विराट रूप को देखकर भयभीत न हो।
,464,11,विश्वरूपदर्शन योग,50,प्रकट ,मान्यता ,मित्रवत ,भयभीत ,सांत्वना,रूप,,11.50,464 11.50.mp4,1,परम,संजय,"श्री कृष्ण ने अपना चतुर्भुज रूप प्रकट किया, जिससे भयभीत अर्जुन को सांत्वना मिली।"
,465,11,विश्वरूपदर्शन योग,51,कोमल,मनुष्य,हासिल,संतुलन,स्वयं,पुनः ,,11.51,465 11.51.mp4,1,परम,अर्जुन,सौम्य रूप को देखकर अर्जुन को संयम प्राप्त हुआ।
,466,11,विश्वरूपदर्शन योग,52,अतिरेक ,कठिन,समझना,आतुर,देवताओं,देखो,,11.52,465 11.52.mp4,1,परम,कृष्ण,चार भुजाओं वाला यह रूप अत्यंत कठिन है और देवता भी इसे पाने के लिए लालायित रहते हैं।
,467,11,विश्वरूपदर्शन योग,53,अध्ययन,वेदों,तपस्या,दान,संस्कार,रूप,,11.53,467 11.53.mp4,1,परम,कृष्ण,"वह रूप वेदों के अध्ययन, तप, दान या अनुष्ठान से भी नहीं देखा जा सकता।"
,468,11,विश्वरूपदर्शन योग,54,भक्ति,सार,समावेश ,एकचित्त,वीर,चतुर्भुज ,,11.54,468 11.54.mp4,2,परम,कृष्ण,"हालाँकि, इसे एकनिष्ठ भक्ति के माध्यम से समझा जा सकता है"
,469,11,विश्वरूपदर्शन योग,55,अभिनय ,कर्तव्य,निर्भर,लगाव,द्वेष,प्राणियों,,11.55,469 11.55.mp4,5,भक्ति,कृष्ण,"उनके लिए कर्म करते हुए, उन पर आश्रित होकर, उनके प्रति समर्पित होकर, आसक्ति रहित होकर तथा द्वेष से मुक्त होकर, मनुष्य उन्हीं तक पहुँचता है।"
,470,12,भक्ति योग,1,भक्त,अनन्य,स्थिर,अक्षय,पूजा,अव्यक्त,,12.1,470 12.1.mp4,2,भक्ति,अर्जुन,अर्जुन ने पूछा सगुण और निर्गुण भक्तों में श्रेष्ठ कौन है?
,471,12,भक्ति योग,2,संपन्न,परम,आस्था,दृढ़,योगी,भक्ति,,12.2,471 12.2.mp4,3,भक्ति,कृष्ण,"जो व्यक्ति भगवान पर मन केन्द्रित करके उनकी पूजा करता है, उसे सर्वश्रेष्ठ योगी माना जाता है।"
,472,12,भक्ति योग,3,कल्पनातीत ,नियमित ,निरंतर,सर्वभूत,शाश्वत,अपरिभाष्य,,12.3,472 12.3.mp4,3,व्यक्तित्व,कृष्ण,कुछ लोग स्वयं को अपरिवर्तनशील ब्रह्म मानते हैं
,473,12,भक्ति योग,4,नियंत्रण,इन्द्रियाँ ,समर्पित,समभाव,कल्याण,प्राणियों,,12.4,473 12.4.mp4,3,मोक्ष,कृष्ण,"जो लोग अपने मन पर पूर्ण नियंत्रण रखते हैं, वे कृष्ण के पास आते हैं।"
,474,12,भक्ति योग,5,अव्यक्त,छानना,जुड़ा,एकाकार ,कठिनाई,अवतीर्ण,,12.5,474 12.5.mp4,3,आध्यात्मिकता,कृष्ण,अव्यक्त के साथ एकता कठिनाइयों के माध्यम से और व्यक्ति के शरीर-केंद्रित होने के माध्यम से प्राप्त की जाती है
